pipeline,model,sex,mean_mae,std_mae,successful_folds,n_train_samples_per_fold,mae_fold_1,mae_fold_2,mae_fold_3,mae_fold_4,mae_fold_5,mae_fold_6,mae_fold_7,n_features,n_samples,n_subjects,best_params
freesurfer8001ants243,baseline,M,22.726008915533093,0.5237368413980636,7,1464,22.613556078727484,22.1596891936232,23.09707127486431,22.986645591078876,22.006639404463755,22.575418866118063,23.643041999855928,0,1710,925,N/A
freesurfer8001ants243,baseline,F,18.281943984330432,0.57370420844024,7,2628,18.540032538667642,18.48955225504356,18.397679124405283,19.109165570544015,17.077434433932858,18.06835087235855,18.291393095361116,0,3071,1472,N/A
freesurfer8001ants243,elasticnet,M,16.31360689267797,0.8252848462614528,7,1464,17.27718493135604,16.964690129548615,16.72828824142645,16.068587138514093,15.435586992470164,14.860038809095999,16.860872006334432,185,1710,925,N/A
freesurfer8001ants243,elasticnet,F,14.629821988428395,0.3158344363511642,7,2628,14.561437208086655,13.967859652896655,14.676895012051363,14.951488699732112,14.719777430255876,14.99446493092691,14.5368309850492,185,3071,1472,N/A
freesurfer8001ants243,kneighbors,M,9.258475662780013,0.9590413093617469,7,1464,9.491394117639384,11.43914062819509,9.157307515845343,8.257943774477944,8.936324147204532,8.872938805305488,8.654280650792304,185,1710,925,N/A
freesurfer8001ants243,kneighbors,F,8.993667580146097,0.37249656676193654,7,2628,8.928615522865272,8.949865105990328,8.44088991361747,8.649223085266735,9.612779059905847,8.983741487584185,9.390558885792853,185,3071,1472,N/A
freesurfer8001ants243,histgradientboosting,M,6.358618643515301,0.5219268334457793,7,1464,6.602245137890371,5.720258221712063,7.227982980138137,5.9573871751120935,5.856795355039202,6.273152594359405,6.872509040355845,185,1710,925,N/A
freesurfer8001ants243,histgradientboosting,F,6.389381855173474,0.16504695319599405,7,2628,6.486339972914065,6.433133977559999,6.199094816663555,6.271092073075563,6.169072898952204,6.532037322905319,6.634901924143604,185,3071,1472,N/A
freesurfer8001ants243,extratrees,M,7.183256424071939,0.34191188594635397,7,1464,7.512029808379114,6.978620749713892,7.861796316771188,6.823735435997365,6.966716977333173,7.0146317593648355,7.125263920944015,185,1710,925,N/A
freesurfer8001ants243,extratrees,F,7.496827378053577,0.3887091973053021,7,2628,7.319567704973493,7.777268906156803,7.217229036947035,7.528276020809867,6.802686528498358,7.784951190817311,8.04781225817217,185,3071,1472,N/A
freesurfer8001ants243,svm,M,8.74730323745492,0.7478777373195957,7,1464,8.06854826895611,9.854962302783902,9.590687409332673,9.089119734648175,8.803384837876687,7.884022438024301,7.940397670562592,185,1710,925,N/A
freesurfer8001ants243,svm,F,8.312278564950388,0.37962202105902665,7,2628,7.988875501457122,8.944188539347913,8.529804980811113,7.784465307961653,8.18171789046379,8.655200300445891,8.101697434165224,185,3071,1472,N/A
freesurfer741ants243,baseline,M,22.726008915533093,0.5237368413980636,7,1464,22.613556078727484,22.1596891936232,23.09707127486431,22.986645591078876,22.006639404463755,22.575418866118063,23.643041999855928,0,1710,925,N/A
freesurfer741ants243,baseline,F,18.281943984330432,0.57370420844024,7,2628,18.540032538667642,18.48955225504356,18.397679124405283,19.109165570544015,17.077434433932858,18.06835087235855,18.291393095361116,0,3071,1472,N/A
freesurfer741ants243,elasticnet,M,16.992447485659632,0.9175877500363407,7,1464,18.228479953549762,17.86987462422291,16.670114909557036,17.45566778431982,16.01337914572509,15.48708052555647,17.222535456686337,200,1710,925,N/A
freesurfer741ants243,elasticnet,F,15.100277185243225,0.6064853732106504,7,2628,14.629492181662226,14.155120743032578,15.3121366772828,16.176008666572468,14.772327829936783,15.480206750661223,15.176647447554487,200,3071,1472,N/A
freesurfer741ants243,kneighbors,M,10.904857219502835,1.43836039337874,7,1464,9.13443996953164,13.169607156637943,12.393626698994696,11.81353134107394,10.182634405209772,9.431824975143265,10.208335989928607,200,1710,925,N/A
freesurfer741ants243,kneighbors,F,9.80151369219031,0.3707879657488176,7,2628,9.719581060116388,9.558821678853706,9.086742080555329,9.912754032964344,9.925350855260346,10.07195215601462,10.335393981567442,200,3071,1472,N/A
freesurfer741ants243,histgradientboosting,M,8.367657701963244,0.37534053011374724,7,1464,7.966030498996846,8.310020474860472,9.135750312886287,8.362145896156527,8.238247823762386,8.596672683236777,7.964736223843417,200,1710,925,N/A
freesurfer741ants243,histgradientboosting,F,8.358306915481045,0.3288291688888504,7,2628,8.227445100878317,8.252396468788273,8.326278819771526,8.568398002475565,7.722794819678018,8.566588244669166,8.84424695210645,200,3071,1472,N/A
freesurfer741ants243,extratrees,M,10.746749553704758,0.4814681641370119,7,1464,10.46825458018365,11.530346353990957,11.400978230351006,10.745599825065362,10.19434513767129,10.358866858723584,10.528855889947458,200,1710,925,N/A
freesurfer741ants243,extratrees,F,9.720813200771536,0.4254029392111404,7,2628,9.041435904305084,9.6460772833187,9.347599976279698,10.275359488998898,9.51419271511804,10.053943831007794,10.167083206372546,200,3071,1472,N/A
freesurfer741ants243,svm,M,10.997049137128087,1.0823507300265132,7,1464,9.753655076809787,11.636924576823105,12.535102286392751,12.170811249136438,9.655464184315074,10.162132790803632,11.065253795615833,200,1710,925,N/A
freesurfer741ants243,svm,F,9.525047430285554,0.444854326218902,7,2628,8.694519699147715,9.921491964420223,9.68193706358122,9.314086798366386,9.822817245340472,10.04592395541324,9.194555285729628,200,3071,1472,N/A
samseg8001ants243,baseline,M,22.726008915533093,0.5237368413980636,7,1464,22.613556078727484,22.1596891936232,23.09707127486431,22.986645591078876,22.006639404463755,22.575418866118063,23.643041999855928,0,1710,925,N/A
samseg8001ants243,baseline,F,18.281943984330432,0.57370420844024,7,2628,18.540032538667642,18.48955225504356,18.397679124405283,19.109165570544015,17.077434433932858,18.06835087235855,18.291393095361116,0,3071,1472,N/A
samseg8001ants243,elasticnet,M,15.700084910835907,0.6461658110974117,7,1464,16.181632297142347,16.27436285588525,15.897569221677033,16.48121998211711,14.61117423375192,15.028429830756926,15.42620595452076,180,1710,925,N/A
samseg8001ants243,elasticnet,F,14.253745672304932,0.2976039935654353,7,2628,14.563915875385476,13.735502283125944,13.99675923551823,14.2536458411934,14.53329260240228,14.563093690385315,14.130010178123873,180,3071,1472,N/A
samseg8001ants243,kneighbors,M,11.926300211543635,1.1643155399225085,7,1464,11.951744762461292,13.330763706721337,13.21228757049549,12.618515062891845,10.084210905919075,11.761278770948918,10.525300701367486,180,1710,925,N/A
samseg8001ants243,kneighbors,F,10.450457536757687,0.46183360434444737,7,2628,11.100600652653123,9.664788323985606,10.462971926392033,10.253943315329657,10.27309629276585,11.059032954817473,10.338769291360077,180,3071,1472,N/A
samseg8001ants243,histgradientboosting,M,10.986118731529785,0.9507272328030187,7,1464,11.083750078087782,11.192320857084438,12.288457609057632,11.795548496461691,9.170656642213245,11.15926906026418,10.212828377539516,180,1710,925,N/A
samseg8001ants243,histgradientboosting,F,8.75289535413741,0.49273044535712146,7,2628,8.113276862783401,9.394553636179552,8.737365829612816,8.247869016044406,8.88131145502772,9.463102315785477,8.432788363528486,180,3071,1472,N/A
samseg8001ants243,extratrees,M,12.635014582379492,0.6062364383099164,7,1464,13.248440573689088,12.967139405355477,13.264246475786242,12.85702957925014,11.47115169926609,12.52585913438889,12.11123520892052,180,1710,925,N/A
samseg8001ants243,extratrees,F,11.006042813633858,0.39202408124395477,7,2628,10.633712013839235,10.79524768584893,10.741870943639617,10.78356826486418,11.357748512786417,11.80775372650038,10.92239854795825,180,3071,1472,N/A
samseg8001ants243,svm,M,11.335464083110141,0.4615097073705696,7,1464,11.00638494989169,11.835071872449857,11.423224836613297,11.840656950517443,10.77672835069062,10.714935681856252,11.751245939751836,180,1710,925,N/A
samseg8001ants243,svm,F,10.137724047471409,0.45906346711507745,7,2628,10.196283269907918,9.856729420515032,10.133064416252886,9.448467158441138,10.920648922790106,10.589027083606444,9.819848060786331,180,3071,1472,N/A
fslanat6071ants243,baseline,M,22.726008915533093,0.5237368413980636,7,1464,22.613556078727484,22.1596891936232,23.09707127486431,22.986645591078876,22.006639404463755,22.575418866118063,23.643041999855928,0,1710,925,N/A
fslanat6071ants243,baseline,F,18.281943984330432,0.57370420844024,7,2628,18.540032538667642,18.48955225504356,18.397679124405283,19.109165570544015,17.077434433932858,18.06835087235855,18.291393095361116,0,3071,1472,N/A
fslanat6071ants243,elasticnet,M,18.325201864494662,1.3809723349019623,7,1464,19.174200308800025,18.17639230443249,18.788523470266334,17.423942183015132,17.332114256067037,16.41834944553884,20.962891083342786,75,1710,925,N/A
fslanat6071ants243,elasticnet,F,15.276679082266497,0.42996631870384705,7,2628,15.345514055498123,15.040325480304174,16.285745556802297,15.109605919677792,15.204249394603242,14.99677799729791,14.954535171681934,75,3071,1472,N/A
fslanat6071ants243,kneighbors,M,14.712995165522658,1.0293694201776957,7,1464,15.851736299886044,16.469299870107054,14.577808707198999,13.379593047781494,14.351525505703728,14.70101843264542,13.659984295335876,75,1710,925,N/A
fslanat6071ants243,kneighbors,F,12.081369734628378,0.5847764756840038,7,2628,11.932404244086186,12.475989047446237,12.665564954768142,12.319264132034835,11.084796580121724,11.404589960996002,12.686979222945522,75,3071,1472,N/A
fslanat6071ants243,histgradientboosting,M,13.611031003035635,1.0152743384468474,7,1464,14.749880537814986,14.510877939173366,14.884248315691954,12.710861591696428,12.549063589067584,13.501235482448104,12.371049565357009,75,1710,925,N/A
fslanat6071ants243,histgradientboosting,F,10.353187175584056,0.5260313029311294,7,2628,10.100490032701472,10.452255742208063,10.522139146162644,10.843810646382545,9.219047679724447,10.902284075572869,10.43228290633635,75,3071,1472,N/A
fslanat6071ants243,extratrees,M,15.280556676436182,0.9154769982348097,7,1464,16.724971918725558,16.530070075219,15.308603719032664,14.71198271909714,14.28197807157667,15.043025522312579,14.363264709089684,75,1710,925,N/A
fslanat6071ants243,extratrees,F,11.63612651759638,0.460874651243907,7,2628,11.545666535210533,11.435830865402988,11.743644069650237,11.858764229307951,10.687661157146978,12.270412527688286,11.910906238767692,75,3071,1472,N/A
fslanat6071ants243,svm,M,13.11242557350376,0.7127997853925622,7,1464,13.261957698015701,13.963617326867727,13.90690381518851,12.07602994013512,13.21275209514761,13.285049123570492,12.080669015601156,75,1710,925,N/A
fslanat6071ants243,svm,F,10.82550879021821,0.5602623354399026,7,2628,10.62832199411974,10.697231070043228,11.050713725189595,10.880286806849181,9.661333172716496,11.405223897665158,11.455450864944082,75,3071,1472,N/A
all_pipelines,baseline,M,22.726008915533093,0.5237368413980636,7,1464,22.613556078727484,22.1596891936232,23.09707127486431,22.986645591078876,22.006639404463755,22.575418866118063,23.643041999855928,0,1710,925,N/A
all_pipelines,baseline,F,18.281943984330432,0.57370420844024,7,2628,18.540032538667642,18.48955225504356,18.397679124405283,19.109165570544015,17.077434433932858,18.06835087235855,18.291393095361116,0,3071,1472,N/A
all_pipelines,elasticnet,M,15.637033115800595,0.7258629479254214,7,1464,16.13717516537655,16.280275367655904,16.201603422693232,15.949313758308628,14.53398221517334,14.481790819311598,15.87509106208492,640,1710,925,N/A
all_pipelines,elasticnet,F,14.058446592427487,0.32851705166383277,7,2628,14.106171549702648,13.484917957848433,13.914962298736588,14.003001440081949,14.63456883982152,14.302501932884464,13.963002127916797,640,3071,1472,N/A
all_pipelines,kneighbors,M,8.916261712875015,1.3000393318098324,7,1464,7.6119947575586675,11.23472603153271,10.220486423467033,9.43249441074052,8.164152966822758,7.712720515320194,8.037256884683215,640,1710,925,N/A
all_pipelines,kneighbors,F,8.360691895055643,0.5628357648200537,7,2628,8.355318322185395,7.361015399005109,7.839584117122412,8.421528949213027,9.236731811417854,8.685168058746626,8.625496607699077,640,3071,1472,N/A
all_pipelines,histgradientboosting,M,5.467764196373602,0.5618029822753703,7,1464,5.596976278602553,5.163709215712102,6.266402039966775,5.740048899368935,4.375525492362315,5.862514420489652,5.269173028112885,640,1710,925,N/A
all_pipelines,histgradientboosting,F,5.446383260188118,0.31707952830994085,7,2628,5.2192200586931135,6.104285172380033,5.430720160957081,5.050334814839849,5.27005201663861,5.6219198878570475,5.428150709951087,640,3071,1472,N/A
all_pipelines,extratrees,M,6.589117384890633,0.43702184359718926,7,1464,6.669266723487608,6.705883955778136,7.478668318450603,6.656597765833901,5.988948178899129,6.251131296276536,6.373325455508523,640,1710,925,N/A
all_pipelines,extratrees,F,6.810003724739436,0.3472952945559083,7,2628,6.444630860343596,7.152808077975795,6.5367524806430195,6.780301575385764,6.355395056672716,7.258235325814402,7.141902696340757,640,3071,1472,N/A
all_pipelines,svm,M,9.691405013353958,0.7074725022582441,7,1464,9.382409781674793,10.224467192594739,10.758333402007263,10.27826626889213,9.585998453985198,8.977437985147327,8.632922009176257,640,1710,925,N/A
all_pipelines,svm,F,8.022873717664279,0.5432534910803751,7,2628,7.832034675431822,8.047464366080163,8.547104615918439,7.012967138840781,8.684458009945146,8.402995865908766,7.633091351524831,640,3071,1472,N/A
ensemble,ensemble_elasticnet,M,16.67539315487665,0.7992803395693201,7,Variable,17.42768995853238,17.297262708744615,16.75184372456902,16.889151073692037,15.54249819009154,15.398948599899486,17.420357828607482,multiple,1710,925,
ensemble,ensemble_elasticnet,F,14.796848147471026,0.36749309491412524,7,Variable,14.887759543292162,14.021269158275427,14.968559085953755,15.32338859367771,14.65721407970171,14.886322070453392,14.833424500943021,multiple,3071,1472,
ensemble,ensemble_kneighbors,M,11.213279401458367,1.0782760133164766,7,Variable,11.370423506341137,13.512171472942008,11.584067740552909,11.029305617235815,10.026931229882253,10.177048481729598,10.793007761524864,multiple,1710,925,
ensemble,ensemble_kneighbors,F,9.988007861571276,0.12994352617736557,7,Variable,9.950690083775333,9.846847149445184,10.05175964796641,10.074245143695089,9.765766824920522,10.065659580907207,10.16108660028918,multiple,3071,1472,
ensemble,ensemble_histgradientboosting,M,8.760553251770535,0.5335042389722804,7,Variable,9.149480504187236,8.745979457338194,9.706656658505318,8.694906445218392,7.825287549940898,8.689418586978286,8.512143560225425,multiple,1710,925,
ensemble,ensemble_histgradientboosting,F,7.205792194562237,0.2866826017711545,7,Variable,6.8872811101191775,7.259197568428756,7.256772240139087,7.3115041782600025,6.755832609992675,7.707328761078687,7.262628893917281,multiple,3071,1472,
ensemble,ensemble_extratrees,M,11.133868703672563,0.49063137602170054,7,Variable,11.789934089723056,11.577561390441874,11.651887386779954,10.89563441284672,10.42602390001013,10.852869509486588,10.743170236419626,multiple,1710,925,
ensemble,ensemble_extratrees,F,9.489471524852362,0.3528971195671326,7,Variable,9.040712234382486,9.487893031007115,9.379114862781462,9.771538866269882,8.9889614308559,9.989920526142368,9.76815972252732,multiple,3071,1472,
ensemble,ensemble_svm,M,15.327117761393191,1.172777392464908,7,Variable,16.52122188900881,17.22070235134529,15.371427431010256,15.792558570745502,14.104917193749118,13.935723539793708,14.343273354099656,multiple,1710,925,
ensemble,ensemble_svm,F,12.627354205207412,0.5299453603842582,7,Variable,13.591640224810673,12.51725401828615,12.250554376475332,12.953904557396147,11.796786009618767,12.434377107866299,12.84696314199852,multiple,3071,1472,
